session_id,layout_id,layout_repeat,layout,seed,seat,agent,model_id,strategy_id,strategy_label,prompt_sha256,factorial_block_id,profit,ruin,win_rate,total_hands,hands_survived,session_completed,early_exit_rate,showdown_frequency
9,9,1,google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct,169756814,3,meta__llama-3.2-1b-instruct,meta__llama-3.2-1b-instruct,,,,,-700.0,0,0.0,1,1.0,1,0.0,0.0
10,10,0,google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > meta/llama-3.2-1b-instruct > ibm/granite-3.0-3b-a800m-instruct,1103305783,0,google__gemma-2-2b-it,google__gemma-2-2b-it,,,,,1400.0,0,1.0,1,1.0,1,0.0,0.0
10,10,0,google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > meta/llama-3.2-1b-instruct > ibm/granite-3.0-3b-a800m-instruct,1103305783,1,microsoft__phi-4-mini-instruct,microsoft__phi-4-mini-instruct,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
10,10,0,google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > meta/llama-3.2-1b-instruct > ibm/granite-3.0-3b-a800m-instruct,1103305783,2,meta__llama-3.2-1b-instruct,meta__llama-3.2-1b-instruct,,,,,-700.0,0,0.0,1,1.0,1,0.0,0.0
10,10,0,google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > meta/llama-3.2-1b-instruct > ibm/granite-3.0-3b-a800m-instruct,1103305783,3,ibm__granite-3.0-3b-a800m-instruct,ibm__granite-3.0-3b-a800m-instruct,,,,,-700.0,0,0.0,1,1.0,1,0.0,0.0
11,11,1,google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > meta/llama-3.2-1b-instruct > ibm/granite-3.0-3b-a800m-instruct,947828670,0,google__gemma-2-2b-it,google__gemma-2-2b-it,,,,,-600.0,0,0.0,1,1.0,1,0.0,0.0
11,11,1,google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > meta/llama-3.2-1b-instruct > ibm/granite-3.0-3b-a800m-instruct,947828670,1,microsoft__phi-4-mini-instruct,microsoft__phi-4-mini-instruct,,,,,-600.0,0,0.0,1,1.0,1,0.0,0.0
11,11,1,google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > meta/llama-3.2-1b-instruct > ibm/granite-3.0-3b-a800m-instruct,947828670,2,meta__llama-3.2-1b-instruct,meta__llama-3.2-1b-instruct,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
11,11,1,google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > meta/llama-3.2-1b-instruct > ibm/granite-3.0-3b-a800m-instruct,947828670,3,ibm__granite-3.0-3b-a800m-instruct,ibm__granite-3.0-3b-a800m-instruct,,,,,1200.0,0,1.0,1,1.0,1,0.0,0.0
12,12,0,ibm/granite-3.0-3b-a800m-instruct > google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct,525193796,0,ibm__granite-3.0-3b-a800m-instruct,ibm__granite-3.0-3b-a800m-instruct,,,,,-1100.0,0,0.0,1,1.0,1,0.0,0.0
12,12,0,ibm/granite-3.0-3b-a800m-instruct > google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct,525193796,1,google__gemma-2-2b-it,google__gemma-2-2b-it,,,,,-1100.0,0,0.0,1,1.0,1,0.0,0.0
12,12,0,ibm/granite-3.0-3b-a800m-instruct > google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct,525193796,2,meta__llama-3.2-1b-instruct,meta__llama-3.2-1b-instruct,,,,,2200.0,0,1.0,1,1.0,1,0.0,0.0
12,12,0,ibm/granite-3.0-3b-a800m-instruct > google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct,525193796,3,microsoft__phi-4-mini-instruct,microsoft__phi-4-mini-instruct,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
13,13,1,ibm/granite-3.0-3b-a800m-instruct > google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct,1883896843,0,ibm__granite-3.0-3b-a800m-instruct,ibm__granite-3.0-3b-a800m-instruct,,,,,3400.0,0,1.0,1,1.0,1,0.0,0.0
13,13,1,ibm/granite-3.0-3b-a800m-instruct > google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct,1883896843,1,google__gemma-2-2b-it,google__gemma-2-2b-it,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
13,13,1,ibm/granite-3.0-3b-a800m-instruct > google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct,1883896843,2,meta__llama-3.2-1b-instruct,meta__llama-3.2-1b-instruct,,,,,-1700.0,0,0.0,1,1.0,1,0.0,0.0
13,13,1,ibm/granite-3.0-3b-a800m-instruct > google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct,1883896843,3,microsoft__phi-4-mini-instruct,microsoft__phi-4-mini-instruct,,,,,-1700.0,0,0.0,1,1.0,1,0.0,0.0
14,14,0,ibm/granite-3.0-3b-a800m-instruct > google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > meta/llama-3.2-1b-instruct,2084900248,0,ibm__granite-3.0-3b-a800m-instruct,ibm__granite-3.0-3b-a800m-instruct,,,,,12800.0,0,1.0,1,1.0,1,0.0,0.0
14,14,0,ibm/granite-3.0-3b-a800m-instruct > google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > meta/llama-3.2-1b-instruct,2084900248,1,google__gemma-2-2b-it,google__gemma-2-2b-it,,,,,-6400.0,0,0.0,1,1.0,1,0.0,0.0
14,14,0,ibm/granite-3.0-3b-a800m-instruct > google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > meta/llama-3.2-1b-instruct,2084900248,2,microsoft__phi-4-mini-instruct,microsoft__phi-4-mini-instruct,,,,,-6400.0,0,0.0,1,1.0,1,0.0,0.0
14,14,0,ibm/granite-3.0-3b-a800m-instruct > google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > meta/llama-3.2-1b-instruct,2084900248,3,meta__llama-3.2-1b-instruct,meta__llama-3.2-1b-instruct,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
15,15,1,ibm/granite-3.0-3b-a800m-instruct > google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > meta/llama-3.2-1b-instruct,1902441279,0,ibm__granite-3.0-3b-a800m-instruct,ibm__granite-3.0-3b-a800m-instruct,,,,,-1800.0,0,0.0,1,1.0,1,0.0,0.0
15,15,1,ibm/granite-3.0-3b-a800m-instruct > google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > meta/llama-3.2-1b-instruct,1902441279,1,google__gemma-2-2b-it,google__gemma-2-2b-it,,,,,3600.0,0,1.0,1,1.0,1,0.0,0.0
15,15,1,ibm/granite-3.0-3b-a800m-instruct > google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > meta/llama-3.2-1b-instruct,1902441279,2,microsoft__phi-4-mini-instruct,microsoft__phi-4-mini-instruct,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
15,15,1,ibm/granite-3.0-3b-a800m-instruct > google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > meta/llama-3.2-1b-instruct,1902441279,3,meta__llama-3.2-1b-instruct,meta__llama-3.2-1b-instruct,,,,,-1800.0,0,0.0,1,1.0,1,0.0,0.0
